JD,RA,DEC,Magnitude0,Magnitude_error0,Magnitude1,Magnitude_error1,Magnitude2,Magnitude_error2,Magnitude3,Magnitude_error3,Magnitude4,Magnitude_error4
2459612.250647118,119.96580213467992,-10.89268388049145,12.637988809760895,0.0012105952223654,11.97427774737311,0.0010970811458096,11.879668448977995,0.0013678369546343,11.857854606278108,0.0017074400317416,11.84854824668669,0.0020627672503441
2459612.250647118,119.85207837823062,-10.891330896283792,12.392110089278788,0.0010531076536528,11.729460794927684,0.0009469856795985,11.630270544592145,0.0011687120545138,11.608203680584952,0.001453858759685,11.599886542439823,0.0017545763820254
2459612.250647118,120.0257805029282,-10.88884068930771,14.205387087398204,0.0041581861064292,13.515538854527296,0.0040734330617844,13.415008162340428,0.005355367791285,13.396564053197553,0.0068497585083294,13.390804404115627,0.0083395493747897
2459612.250647118,119.94987387124588,-10.889311563093113,14.320934322037045,0.0041286889823507,13.642532822900872,0.0040763343385024,13.544040764731596,0.0053972079800462,13.523917500299127,0.0069639023585739,13.516113114107476,0.0085732597437956
2459612.250647118,119.90862488959796,-10.885235781748875,13.843720955760949,0.0029282063067495,13.183378724380193,0.0028787904918519,13.089869737856272,0.0037781383011125,13.068193172032702,0.0048259813188724,13.054468979867664,0.0058711015448044
2459612.250647118,119.89594162735256,-10.883711375021802,12.971086517481359,0.0015909972898398,12.308971415168608,0.0014955931078055,12.211784490267181,0.0019058667295926,12.190847177567852,0.0024065346444773,12.181532113467723,0.002920049215944
2459612.250647118,120.02202749629002,-10.877781184069784,13.393623166054732,0.0020899932073481,12.677009813374456,0.0019123301197556,12.558745361868208,0.0024154271410628,12.53167968365139,0.0030475738372113,12.520644732226188,0.0037034322819913
2459612.250647118,119.8804314270537,-10.870161505382582,13.158611500406495,0.0018228867101666,12.52223902762492,0.0017757041638713,12.432553701110155,0.0023024310939248,12.411914950793943,0.0029221911711987,12.402512201262551,0.0035468415407667
2459612.250647118,119.90905573258024,-10.869642950760364,13.60709081541515,0.0023962174105899,12.966409740279365,0.0023565806915946,12.87606031988088,0.0030744956869709,12.854994912132783,0.0039161742585947,12.845739506868226,0.0047798070211348
2459612.250647118,119.9494764667668,-10.86736189177997,14.763814602185644,0.0070365207331429,14.081846780722145,0.0070588082150244,13.990761372508235,0.009446143679744,13.97007753266748,0.0120957761410975,13.902093483382506,0.0139041598818752
2459612.250647118,119.88627458279068,-10.866534354261663,13.77576550186152,0.00276976852276,13.145429338315502,0.0027850771573306,13.058042329350066,0.0036737202157778,13.039267937578549,0.0047106970665964,13.032345479879318,0.0057802267586954
2459612.250647118,119.92376159653134,-10.855451595772148,13.582099459732992,0.0023179879617136,12.945642666456807,0.0022789547996122,12.855932267682068,0.002972096276345,12.834400798169247,0.0037881159423627,12.82604473161663,0.0046361953905777
2459612.250647118,120.10604131119904,-10.853100516117498,14.248304370879383,0.0037767944801444,13.575118331601882,0.0037140248304416,13.475843900865698,0.0048877059011322,13.45282053287042,0.0062721310804498,13.443366082050865,0.0077019895900964
2459612.250647118,119.97382055745145,-10.845772070445154,13.822146383458092,0.0030295601274599,13.182152738437502,0.0030546567638672,13.095405210773153,0.0040530535707166,13.074948256690634,0.0051946271854297,13.065854576710485,0.0063539294505091
2459612.250647118,120.09086833357571,-10.838593471971944,13.787330460419476,0.0028213032065521,13.127252522187257,0.0027765877094384,13.029075390433798,0.0036384796468643,12.9956897907278,0.0046132616213294,12.975132300377922,0.0055940402246563
2459612.250647118,120.04786005951232,-10.838596353656245,14.103291866804579,0.0034945650646914,13.454855114092007,0.0035075333879977,13.362290420572004,0.0046443401031583,13.34228376268895,0.0059763360936844,13.334815939636533,0.0073504619320943
2459612.250647118,119.98842074738695,-10.836057085418464,11.337109134690616,0.0005943295930146,10.710352537757252,0.0005303071604225,10.623823995409337,0.0006424376129698,10.602270489306445,0.0007836691352851,10.592166108349657,0.0009301343813959
2459612.250647118,120.02248056802756,-10.835401830182503,13.764200316732346,0.0027335611382313,13.123462913871652,0.0027258658432853,13.034287722098583,0.003596514034833,13.0138967760694,0.004613838064048,13.006117498438256,0.0056606426388613
2459612.250647118,120.08379093365508,-10.833249907723165,12.903145868706032,0.0014817895613941,12.255164166129124,0.0013954993156424,12.164400886739108,0.0017781903716317,12.144526443047466,0.0022405857065344,12.136405225528772,0.0027139456113339
2459612.250647118,119.85254866507309,-10.83560755401768,11.367956715578286,0.0005887424006753,10.761988944841114,0.0005275710142795,10.674670540309652,0.0006357393155771,10.651575649464842,0.0007753239699897,10.640759301848409,0.0009235119777012
2459612.250647118,120.0756950676973,-10.822735248088232,11.385190778162437,0.0005939866487949,10.74242912577174,0.0005165962548459,10.650699918839493,0.0006138446380362,10.62935861146978,0.0007407993457138,10.620237429123668,0.0008741935229102
2459612.250647118,120.03858366235484,-10.818813933538385,13.747054507953589,0.0026905123101328,13.106620415846395,0.0026771876165476,13.01400377746145,0.0035164003955702,12.986233904947596,0.0044776308710708,12.96655696227943,0.0054342202658023
2459612.250647118,120.0079063206232,-10.81643081953232,13.254112251191838,0.0018769303821641,12.623064685337217,0.0018322508447321,12.53386497105178,0.0023789387495076,12.513566956561682,0.0030340050897817,12.505321929239498,0.0037149873048268
2459612.250647118,120.0972141414516,-10.813409057975498,14.13775127229283,0.0036164411562083,13.501615566462494,0.0036819380667426,13.41028264249317,0.0048923713026877,13.388675907186833,0.0062907770168916,13.37067748290021,0.0076568762128945
